nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;sizePron;hwd;pronSampa;ipa
3;măʹnt_u_ā;F.;;;n.;69.0;135;mantua;9;mantua;m { n tS u @;mæn?uə
3;măʹnūal;L.;;;a.;70.0;135;manual;7;manual;m { n j u @ l;mænjuəl
5;mănūfăʹctŭrer;;;;n.;73.0;135;manufacturer;13;manufacturer;m { n j @ f { k tS 3:r 3:r;mænjəfæk?ɜ:rɜ:r
2;mănūʹre;F.;;;v.;5.0;136;manure;7;manure;m @ n U r\;mənʊɹ
3;măʹnŭſcript;;;;n.;6.0;136;manuscript;11;manuscript;m { n j @ s k r\ I p t;mænjəskɹɪpt
2;māʹny;;;;a.;7.0;136;many;5;many;m E n i:;mɛniː
1;măp;L.;;;n.;8.0;136;map;3;map;m { p;mæp
2;măʹple;;;;n.;9.0;136;maple;6;maple;m eI p @ l;m?pəl
3;măraūʹd_e_r;;;;n.;12.0;136;marauder;11;marauder;m 3:r O: 4 3:r;mɜ:rOːɾɜ:r
2;măʹrble;;;;n.;13.0;136;marble;7;marble;m A r\ b @ l;mɑɹbəl
1;march;;;;n.;15.0;136;march;5;march;m A r\ tS;mɑɹ?
1;māre;;;;n.;18.0;136;mare;4;mare;m E r\;mɛɹ
2;măʹrgin;L.;;;n.;19.0;136;margin;7;margin;m A r\ dZ @ n;mɑɹ?ən
3;măʹrgĭnal;L.;;;a.;20.0;136;marginal;9;marginal;m A r\ dZ @ n @ l;mɑɹ?ənəl
2;măʹrgrāve;;;;n.;21.0;136;margrave;9;margrave;m A r\ g r\ eI v;mɑɹgɹ?v
3;măʹrĭgold;;;;n.;22.0;136;marigold;9;marigold;m E r\ @ g @U l d;mɛɹəgoʊld
3;māʹrĭnāte;F.;;;v.;24.0;136;marinate;9;marinate;m E r\ @ n eI t;mɛɹən?t
2;mărĭʹne;F.;;;a.;25.0;136;marine;7;marine;m 3:r i: n;mɜ:riːn
3;măʹriner;F.;;;n.;26.0;136;mariner;8;mariner;m E r\ @ n 3:r;mɛɹənɜ:r
2;măʹrĭʹn_e_s;F.;;;n.;27.0;136;marines;11;marines;m 3:r i: n z;mɜ:riːnz
3;măʹrĭtime;L.;;;a.;29.0;136;maritime;9;maritime;m E r\ @ t aI m;mɛɹət?m
2;măʹrket;;;;n.;31.0;136;market;7;market;m A r\ k @ t;mɑɹkət
4;măʹrkĕtable;;;;a.;32.0;136;marketable;11;marketable;m A r\ k @ 4 @ b @ l;mɑɹkəɾəbəl
1;măʹrmŏſet;;;;a.;37.0;136;marmoset;9;marmoset;m A r\ m @ z E t;mɑɹməzɛt
1;maʹrq_ue_;;;;n.;40.0;136;marque;9;marque;m A r\ k;mɑɹk
2;mărquis;F.;nbSyll>1 et pas d'accent tonic;;n.;42.0;136;marquis;7;marquis;m A r\ k i:;mɑɹkiː
1;marr;;;;v.;44.0;136;marr;4;marr;m A r\;mɑɹ
3;măʹrrĭ_a_ge;F.;;;n.;45.0;136;marriage;11;marriage;m E r\ i dZ;mɛɹi?
2;măʹrro_w_;;;;n.;47.0;136;marrow;9;marrow;m E r\ @U;mɛɹoʊ
2;măʹrry;F.;;;v.;48.0;136;marry;6;marry;m E r\ i:;mɛɹiː
1;mars;;;;n.;49.0;136;mars;4;mars;m A r\ z;mɑɹz
1;marſh;;;;n.;50.0;136;marsh;5;marsh;m A r\ S;mɑɹʃ
2;măʹrſhal;F.;;;n.;51.0;136;marshal;8;marshal;m A r\ S @ l;mɑɹʃəl
1;mărt;;;;n.;53.0;136;mart;4;mart;m A r\ t;mɑɹt
2;măʹrten;;;;n.;54.0;136;marten;7;marten;m A r\ t @ n;mɑɹtən
3;măʹrtial;;;;a.;55.0;136;martial;8;martial;m A r\ S @ l;mɑɹʃəl
2;măʹrtĭn;;;;n.;56.0;136;martin;7;martin;m A r\ t @ n;mɑɹtən
3;măʹrtĭngāle;F.;;;n.;57.0;136;martingale;11;martingale;m A r\ 4 i N eI l;mɑɹɾiŋ?l
2;măʹrvel;F.;;;v.;62.0;136;marvel;7;marvel;m A r\ v @ l;mɑɹvəl
3;măʹrvĕl_o_us;;;;a.;63.0;136;marvelous;12;marvelous;m A r\ v @ l @ s;mɑɹvələs
3;măʹſcūlĭne;;;;n.;64.0;136;masculine;10;masculine;m { s k j @ l @ n;mæskjələn
1;măſh;;;;n.;65.0;136;mash;4;mash;m { S;mæʃ
1;maſk;F.;;;n.;66.0;136;mask;4;mask;m { s k;mæsk
2;măʹſon;;;;n.;67.0;136;mason;6;mason;m eI s @ n;m?sən
3;măʹsŏnry;;;;n.;68.0;136;masonry;8;masonry;m eI s @ n r\ i:;m?sənɹiː
3;măſquĕrāʹde;F.;;;n.;70.0;136;masquerade;11;masquerade;m { s k 3:r eI d;mæskɜ:r?d
1;măſs;;;;n.;71.0;136;mass;4;mass;m { s;mæs
3;măſsăcr_e_;;nbSyll>1 et pas d'accent tonic;;n.;72.0;136;massacre;10;massacre;m { s @ k 3:r;mæsəkɜ:r
2;măʹſsĭve;F.;;;a.;73.0;136;massive;8;massive;m { s i v;mæsiv
1;măſt;;;;n.;2.0;137;mast;4;mast;m { s t;mæst
2;măſt_e_r;;nbSyll>1 et pas d'accent tonic;;n.;3.0;137;master;8;master;m { s t 3:r;mæstɜ:r
3;măʹſtĕrly;;;;a.;5.0;137;masterly;9;masterly;m { s t 3:r l i:;mæstɜ:rliː
3;măʹſtĕrpiece;;;;n.;6.0;137;masterpiece;12;masterpiece;m { s t 3:r p i: s;mæstɜ:rpiːs
3;măʹſtĕry;;;;n.;8.0;137;mastery;8;mastery;m { s t 3:r i:;mæstɜ:riː
2;măʹſtiff;;;;n.;13.0;137;mastiff;8;mastiff;m { s t @ f;mæstəf
1;măt;;;;n.;14.0;137;mat;3;mat;m { t;mæt
1;mătch;;;;n.;15.0;137;match;5;match;m { tS;mæ?
1;māte;;;;n.;17.0;137;mate;4;mate;m eI t;m?t
4;mătĕʹrĭā;;;;n.;18.0;137;materia;8;materia;m @ t I r\ i: @;mətɪɹiːə
4;mătĕʹrĭal;;;;a.;19.0;137;material;9;material;m @ t I r\ i: @ l;mətɪɹiːəl
6;matĕrĭaʹlĭty;;;;n.;21.0;137;materiality;12;materiality;m @ t I r\ i: { l i 4 i:;mətɪɹiːæliɾiː
4;matĕʹrĭals;L.;;;n.;22.0;137;materials;10;materials;m @ t I r\ i: @ l z;mətɪɹiːəlz
3;mătĕʹrnal;;;;a.;23.0;137;maternal;9;maternal;m @ t 3:r n @ l;mətɜ:rnəl
1;măth;;;;n.;24.0;137;math;4;math;m { T;mæθ
5;măthĕmăʹtĭcal;L.;;;a.;25.0;137;mathematical;13;mathematical;m { T @ m { 4 i k @ l;mæθəmæɾikəl
6;măthĕmătĭʹcĭan;;;;n.;26.0;137;mathematician;14;mathematician;m { T @ m @ t I S @ n;mæθəmətɪʃən
4;măthĕmăʹtics;;;;n.;27.0;137;mathematics;12;mathematics;m { T @ m { 4 i k s;mæθəmæɾiks
5;mătrĭmōʹnĭal;L.;;;a.;36.0;137;matrimonial;12;matrimonial;m { t r\ @ m @U n i: @ l;mætɹəmoʊniːəl
4;măʹtrĭmŏny;L.;;;n.;37.0;137;matrimony;10;matrimony;m { t r\ @ m @U n i:;mætɹəmoʊniː
2;māʹtron;L.;;;n.;38.0;137;matron;7;matron;m eI t r\ @ n;m?tɹən
2;mătt_e_r;;nbSyll>1 et pas d'accent tonic;;n.;41.0;137;matter;8;matter;m { 4 3:r;mæɾɜ:r
2;măʹttreſs;;;;n.;43.0;137;mattress;9;mattress;m { t r\ @ s;mætɹəs
5;mātūrāʹtion;L.;;;n.;44.0;137;maturation;11;maturation;m { tS 3:r eI S @ n;mæ?ɜ:r?ʃən
2;māʹtūre;;;;a.;45.0;137;mature;7;mature;m @ tS U r\;mə?ʊɹ
4;mātūʹrĭty;L.;;;n.;46.0;137;maturity;9;maturity;m @ tS U r\ @ 4 i:;mə?ʊɹəɾiː
2;mauʹdlin;;;;a.;47.0;137;maudlin;8;maudlin;m O: d l i n;mOːdlin
2;māʹvis;F.;;;n.;49.0;137;mavis;6;mavis;m eI v i s;m?vis
1;maund;;;;n.;52.0;137;maund;5;maund;m O: n d;mOːnd
1;māw;;;;n.;56.0;137;maw;3;maw;m O:;mOː
2;maʹwkiſh;;;;a.;57.0;137;mawkish;8;mawkish;m O: k i S;mOːkiʃ
3;măxĭʹllā;;;;n.;59.0;137;maxilla;8;maxilla;m { k s I l @;mæksɪlə
2;măʹxim;L.;;;n.;60.0;137;maxim;6;maxim;m { k s @ m;mæksəm
1;may;;;;n.;61.0;137;may;3;may;m eI;m?
2;maʹyor;;;;n.;62.0;137;mayor;6;mayor;m eI 3:r;m?ɜ:r
4;măʹyŏrălty;;;;n.;63.0;137;mayoralty;10;mayoralty;m eI 3:r @ l t i:;m?ɜ:rəltiː
1;māze;;;;n.;66.0;137;maze;4;maze;m eI z;m?z
2;māʹz_e_r;;;;n.;67.0;137;mazer;8;mazer;m eI z 3:r;m?zɜ:r
1;mead;;;;n.;69.0;137;mead;4;mead;m i: d;miːd
2;meaʹdo_w_;;;;n.;70.0;137;meadow;9;meadow;m E d @U;mɛdoʊ
2;meaʹgre;F.;;;a.;72.0;137;meagre;7;meagre;m i: g 3:r;miːgɜ:r
1;meal;;;;n.;73.0;137;meal;4;meal;m i: l;miːl
2;meaʹly;;;;a.;2.0;138;mealy;6;mealy;m i: l i:;miːliː
1;mean;;;;n.;3.0;138;mean;4;mean;m i: n;miːn
3;mēăʹnd_e_rs;;;;n.;4.0;138;meanders;11;meanders;m i: { n d 3:r z;miːændɜ:rz
3;meaʹning;;;;n.;5.0;138;meaning;8;meaning;m i: n i N;miːniŋ
1;means;;;;n.;6.0;138;means;5;means;m i: n z;miːnz
1;mear;;;;n.;7.0;138;mear;4;mear;m I r\;mɪɹ
1;meaſe;;;;n.;9.0;138;mease;5;mease;m i: z;miːz
2;meaʹſles;;;;n.;10.0;138;measles;8;measles;m i: z @ l z;miːzəlz
4;meaʹsūrable;L.;;;a.;11.0;138;measurable;11;measurable;m E Z 3:r @ b @ l;mɛʒɜ:rəbəl
2;meaʹsure;;;;n.;12.0;138;measure;8;measure;m E Z 3:r;mɛʒɜ:r
1;meat;;;;n.;13.0;138;meat;4;meat;m i: t;miːt
4;mĕc_h_ăʹnical;;;;a.;15.0;138;mechanical;13;mechanical;m @ k { n i k @ l;məkænikəl
3;mec_h_ăʹnic;;;;n.;16.0;138;mechanic;11;mechanic;m @ k { n i k;məkænik
3;mĕʹc_h_ăniſm;;;;n.;17.0;138;mechanism;12;mechanism;m E k @ n I z @ m;mɛkənɪzəm
3;mĕc_h_ăʹnics;;;;n.;18.0;138;mechanics;12;mechanics;m @ k { n i k s;məkæniks
2;mĕʹdal;F.;;;n.;19.0;138;medal;6;medal;m E 4 @ l;mɛɾəl
3;medăʹllĭon;F.;;;n.;20.0;138;medallion;10;medallion;m @ d { l j @ n;mədæljən
2;mĕʹddle;;;;v.;21.0;138;meddle;7;meddle;m E 4 @ l;mɛɾəl
3;mĕʹdĭal;L.;;;a.;22.0;138;medial;7;medial;m i: 4 i: @ l;miːɾiːəl
3;mĕʹdĭāte;L.;;;v.;23.0;138;mediate;8;mediate;m i: 4 i: eI t;miːɾiː?t
5;mĕdĭāʹtion;L.;;;n.;24.0;138;mediation;10;mediation;m i: 4 i: eI S @ n;miːɾiː?ʃən
4;mĕdĭāʹtor;F.;;;n.;25.0;138;mediator;9;mediator;m i: 4 i: eI 4 3:r;miːɾiː?ɾɜ:r
4;mĕdĭʹcĭnal;L.;;;a.;30.0;138;medicinal;10;medicinal;m @ d I s @ n @ l;mədɪsənəl
3;mĕʹdicĭne;L.;;;n.;31.0;138;medicine;9;medicine;m E 4 @ s @ n;mɛɾəsən
5;mĕdĭŏʹcrĭty;L.;;;n.;32.0;138;mediocrity;11;mediocrity;m i: 4 i: A k r\ @ 4 i:;miːɾiːɑkɹəɾiː
3;mĕʹdĭtāte;L.;;;v.;33.0;138;meditate;9;meditate;m E 4 @ t eI t;mɛɾət?t
5;mĕdĭtāʹtion;F.;;;n.;34.0;138;meditation;11;meditation;m E 4 @ t eI S @ n;mɛɾət?ʃən
4;mĕʹdĭtătive;;;;a.;35.0;138;meditative;11;meditative;m E 4 @ t eI 4 i v;mɛɾət?ɾiv
6;mĕdĭtĕrrāʹnėȧn;;;;n.;36.0;138;mediterranean;14;mediterranean;m E 4 @ 4 3:r eI n i: @ n;mɛɾəɾɜ:r?niːən
3;mēʹdĭum;L.;;;n.;37.0;138;medium;7;medium;m i: 4 i: @ m;miːɾiːəm
2;mĕʹdlar;;;;n.;38.0;138;medlar;7;medlar;m E d l 3:r;mɛdlɜ:r
2;mĕʹdler;;;;n.;39.0;138;medler;7;medler;m E d l 3:r;mɛdlɜ:r
2;mĕʹdley;;;;n.;40.0;138;medley;7;medley;m E d l i:;mɛdliː
1;meek;;;;a.;42.0;138;meek;4;meek;m i: k;miːk
1;meer;;;;a.;45.0;138;meer;4;meer;m i: 3:r;miːɜ:r
1;meet;;;;a.;46.0;138;meet;4;meet;m i: t;miːt
4;mĕlănc_h_ŏlic;;nbSyll>1 et pas d'accent tonic;;a.;50.0;138;melancholic;13;melancholic;m E l @ n k A l i k;mɛlənkɑlik
4;mĕʹlănc_h_ŏly;G.;;;n.;51.0;138;melancholy;13;melancholy;m E l @ n k A l i:;mɛlənkɑliː
2;mĕʹllo_w_;;;;n.;59.0;138;mellow;9;mellow;m E l @U;mɛloʊ
4;melōʹdĭ_o_us;L.;;;a.;60.0;138;melodious;12;melodious;m @ l @U 4 i: @ s;məloʊɾiːəs
3;mĕʹlŏdy;L.;;;n.;61.0;138;melody;7;melody;m E l @ 4 i:;mɛləɾiː
2;mĕʹlon;F.;;;n.;62.0;138;melon;6;melon;m E l @ n;mɛlən
1;mĕlt;;;;v.;64.0;138;melt;4;melt;m E l t;mɛlt
2;mĕʹmb_e_r;F.;;;n.;65.0;138;member;9;member;m E m b 3:r;mɛmbɜ:r
2;mĕʹmbrāne;L.;;;n.;66.0;138;membrane;9;membrane;m E m b r\ eI n;mɛmbɹ?n
3;memĕʹntо;L.;;;n.;69.0;138;memento;8;memento;m i m E n t @U;mimɛntoʊ
2;mĕmoiʹrs;;;;n.;70.0;138;memoirs;8;memoirs;m E m w A r\ z;mɛmwɑɹz
4;mĕmŏrable;;nbSyll>1 et pas d'accent tonic;;a.;71.0;138;memorable;9;memorable;m E m 3:r @ b @ l;mɛmɜ:rəbəl
4;mĕmŏrăʹndum;L.;;;n.;72.0;138;memorandum;11;memorandum;m E m 3:r { n d @ m;mɛmɜ:rændəm
4;memōʹrĭal;L.;;;n.;73.0;138;memorial;9;memorial;m @ m O: r\ i: @ l;məmOːɹiːəl
3;mĕʹmŏry;L.;;;n.;2.0;139;memory;7;memory;m E m 3:r i:;mɛmɜ:riː
2;mĕʹnăce;F.;;;v.;3.0;139;menace;7;menace;m E n @ s;mɛnəs
1;mĕnd;;;;v.;4.0;139;mend;4;mend;m E n d;mɛnd
3;meʹnĭal;L.;;;a.;6.0;139;menial;7;menial;m i: n i: @ l;miːniːəl
2;mĕʹntal;;;;a.;13.0;139;mental;7;mental;m E n t @ l;mɛntəl
3;mĕʹntion;;;;v.;14.0;139;mention;8;mention;m E n S @ n;mɛnʃən
3;mĕʹrcăntile;F.;;;a.;15.0;139;mercantile;11;mercantile;m 3:r k @ n t aI l;mɜ:rkənt?l
4;mĕʹrcĕnăry;L.;;;n.;16.0;139;mercenary;10;mercenary;m 3:r s @ n E r\ i:;mɜ:rsənɛɹiː
2;mĕʹrcer;F.;;;n.;17.0;139;mercer;7;mercer;m 3:r s 3:r;mɜ:rsɜ:r
3;mĕʹrchăndīſe;F.;;;n.;18.0;139;merchandise;12;merchandise;m 3:r tS @ n d aI z;mɜ:r?ənd?z
2;mĕʹrchănt;F.;;;n.;19.0;139;merchant;9;merchant;m 3:r tS @ n t;mɜ:r?ənt
3;mĕʹrcĭful;;;;a.;20.0;139;merciful;9;merciful;m 3:r s i f @ l;mɜ:rsifəl
3;mĕʹrcĭleſs;;;;a.;21.0;139;merciless;10;merciless;m 3:r s @ l @ s;mɜ:rsələs
4;mĕrcūʹrĭal;;;;a.;22.0;139;mercurial;10;mercurial;m 3:r k j U r\ i: @ l;mɜ:rkjʊɹiːəl
3;mĕʹrcŭry;;;;n.;23.0;139;mercury;8;mercury;m 3:r k j 3:r i:;mɜ:rkjɜ:riː
2;mĕʹrcy;F.;;;n.;24.0;139;mercy;6;mercy;m 3:r s i:;mɜ:rsiː
4;merĭʹdĭan;;;;n.;26.0;139;meridian;9;meridian;m 3:r I 4 i: @ n;mɜ:rɪɾiːən
2;mĕʹrit;L.;;;n.;28.0;139;merit;6;merit;m E r\ @ t;mɛɹət
5;merĭtōʹrĭ_o_us;L.;;;a.;29.0;139;meritorious;14;meritorious;m E r\ @ t O: r\ i: @ s;mɛɹətOːɹiːəs
2;mĕʹrry;;;;a.;32.0;139;merry;6;merry;m E r\ i:;mɛɹiː
1;mĕſs;;;;n.;36.0;139;mess;4;mess;m E s;mɛs
2;mĕʹſſage;F.;;;n.;37.0;139;message;8;message;m E s @ dZ;mɛsə?
3;mĕʹſsĕnger;F.;;;n.;38.0;139;messenger;10;messenger;m E s @ n dZ 3:r;mɛsən?ɜ:r
3;meſsīʹāh;;;;n.;39.0;139;messiah;8;messiah;m @ s aI @;məs?ə
2;mĕʹtal;;;;n.;43.0;139;metal;6;metal;m E 4 @ l;mɛɾəl
3;metăʹllic;;;;a.;45.0;139;metallic;9;metallic;m @ t { l i k;mətælik
4;mĕtăllŭʹrgy;G.;;;n.;47.0;139;metallurgy;11;metallurgy;m E 4 @ l 3:r dZ i:;mɛɾəlɜ:r?iː
5;mĕtămŏʹrphŏſis;G.;;;n.;49.0;139;metamorphosis;14;metamorphosis;m E 4 @ m O: r\ f @ s @ s;mɛɾəmOːɹfəsəs
3;mĕʹtăphŏr;G.;;;n.;50.0;139;metaphor;9;metaphor;m E 4 @ f O: r\;mɛɾəfOːɹ
5;mĕtăphōʹrĭcal;;;;a.;51.0;139;metaphorical;13;metaphorical;m E 4 @ f O: r\ i k @ l;mɛɾəfOːɹikəl
1;mete;L.;;;v.;56.0;139;mete;4;mete;m i: t;miːt
3;mĕʹtĕors;G.;;;n.;58.0;139;meteors;8;meteors;m i: 4 i: 3:r z;miːɾiːɜ:rz
2;mĕʹthod;G.;;;n.;60.0;139;method;7;method;m E T @ d;mɛθəd
4;mĕthōʹdĭcal;;;;a.;61.0;139;methodical;11;methodical;m @ T A 4 @ k @ l;məθɑɾəkəl
3;mĕʹthŏdiſt;;;;n.;63.0;139;methodist;10;methodist;m E T @ 4 @ s t;mɛθəɾəst
4;metrŏʹpŏlis;G.;;;n.;68.0;139;metropolis;11;metropolis;m @ t r\ A p @ l @ s;mətɹɑpələs
5;mĕtrŏpŏʹlĭtan;;;;a.;69.0;139;metropolitan;13;metropolitan;m E t r\ @ p A l @ t @ n;mɛtɹəpɑlətən
2;mĕʹttle;;;;n.;70.0;139;mettle;7;mettle;m E 4 @ l;mɛɾəl
1;mew;;;;n.;73.0;139;mew;3;mew;m j u;mju
1;mīce;;;;n.;2.0;140;mice;4;mice;m aI s;m?s
2;mĭckle;;nbSyll>1 et pas d'accent tonic;;a.;4.0;140;mickle;6;mickle;m I k @ l;mɪkəl
3;mĭʹcrŏcoſm;G.;;;n.;5.0;140;microcosm;10;microcosm;m aI k r\ @ k A z @ m;m?kɹəkɑzəm
3;mĭʹcrŏſcōpe;G.;;;n.;6.0;140;microscope;11;microscope;m aI k r\ @ s k @U p;m?kɹəskoʊp
2;mĭʹdday;;;;n.;7.0;140;midday;7;midday;m I d d eI;mɪdd?
1;mĭʹddle;;;;n.;8.0;140;middle;7;middle;m I 4 @ l;mɪɾəl
2;mĭʹddling;;;;a.;9.0;140;middling;9;middling;m I 4 @ l i N;mɪɾəliŋ
3;mĭʹdſhĭpmen;;;;n.;11.0;140;midshipmen;11;midshipmen;m I d S I p m E n;mɪdʃɪpmɛn
3;mĭdsŭmmer;;nbSyll>1 et pas d'accent tonic;;n.;12.0;140;midsummer;9;midsummer;m I d s V m 3:r;mɪdsʌmɜ:r
2;mĭʹdwīfe;;;;n.;13.0;140;midwife;8;midwife;m I d w aI f;mɪdw?f
1;mī_gh_t;;;;n.;14.0;140;might;7;might;m aI t;m?t
2;mī_gh_ty;;nbSyll>1 et pas d'accent tonic;;a.;15.0;140;mighty;8;mighty;m aI 4 i:;m?ɾiː
4;mĭgrāʹtion;L.;;;n.;16.0;140;migration;10;migration;m aI g r\ eI S @ n;m?gɹ?ʃən
1;mĭlc_h_;;;;a.;17.0;140;milch;7;milch;m I l tS;mɪl?
1;mīld;;;;a.;18.0;140;mild;4;mild;m aI l d;m?ld
2;mĭʹldew;;;;n.;19.0;140;mildew;7;mildew;m I l d u;mɪldu
1;mīle;L.;;;n.;20.0;140;mile;4;mile;m aI l;m?l
3;mĭʹlĭtănt;;;;a.;23.0;140;militant;9;militant;m I l @ t @ n t;mɪlətənt
4;mĭʹlĭtăry;L.;;;n.;24.0;140;military;9;military;m I l @ t E r\ i:;mɪlətɛɹiː
4;mĭlĭʹtiā;L.;;;n.;25.0;140;militia;8;militia;m @ l I S @;məlɪʃə
1;mĭlk;;;;n.;26.0;140;milk;4;milk;m I l k;mɪlk
2;mĭlky;;nbSyll>1 et pas d'accent tonic;;n.;27.0;140;milky;5;milky;m I l k i:;mɪlkiː
1;mĭll;;;;n.;28.0;140;mill;4;mill;m I l;mɪl
2;mĭʹller;;;;n.;33.0;140;miller;7;miller;m I l 3:r;mɪlɜ:r
2;mĭʹllet;F.;;;n.;34.0;140;millet;7;millet;m I l @ t;mɪlət
3;mĭʹllĭon;F.;;;n.;35.0;140;million;8;million;m I l j @ n;mɪljən
1;mĭlt;;;;n.;37.0;140;milt;4;milt;m I l t;mɪlt
2;mĭʹmĭc;G.;;;n.;38.0;140;mimic;6;mimic;m I m i k;mɪmik
1;mĭnce;F.;;;v.;39.0;140;mince;5;mince;m I n s;mɪns
2;mĭʹncing;;;;n.;40.0;140;mincing;8;mincing;m I n s i N;mɪnsiŋ
1;mīnd;;;;n.;41.0;140;mind;4;mind;m aI n d;m?nd
2;mīʹndful;;;;a.;42.0;140;mindful;8;mindful;m aI n d f @ l;m?ndfəl
1;mīne;F.;;;n.;43.0;140;mine;4;mine;m aI n;m?n
3;mĭʹnĕral;;;;a.;44.0;140;mineral;8;mineral;m I n 3:r @ l;mɪnɜ:rəl
3;mĭʹnĕrals;L.;;;n.;45.0;140;minerals;9;minerals;m I n 3:r @ l z;mɪnɜ:rəlz
2;mīʹners;;;;n.;46.0;140;miners;7;miners;m aI n 3:r z;m?nɜ:rz
3;mĭnĕʹrvā;;;;n.;47.0;140;minerva;8;minerva;m @ n 3:r v @;mənɜ:rvə
2;mĭʹngle;;;;v.;48.0;140;mingle;7;mingle;m I N g @ l;mɪŋgəl
4;mĭʹnĭătūre;;;;a.;49.0;140;miniature;10;miniature;m I n i: @ tS U r\;mɪniːə?ʊɹ
3;mĭʹnĭon;;;;n.;50.0;140;minion;7;minion;m I n j @ n;mɪnjən
2;mĭʹniſh;;;;v.;51.0;140;minish;7;minish;m I n i S;mɪniʃ
3;mĭʹnĭſt_e_r;;;;n.;52.0;140;minister;11;minister;m I n @ s t 3:r;mɪnəstɜ:r
5;mĭnĭſtĕʹrĭal;;;;a.;53.0;140;ministerial;12;ministerial;m I n i s t i: r\ i: @ l;mɪnistiːɹiːəl
3;mĭʹnĭſtry;L.;;;n.;54.0;140;ministry;9;ministry;m I n @ s t r\ i:;mɪnəstɹiː
5;mĭnĭſtrāʹtion;;;;n.;55.0;140;ministration;13;ministration;m I n @ s t r\ eI S @ n;mɪnəstɹ?ʃən
3;mĭʹnĭum;L.;;;n.;56.0;140;minium;7;minium;m I n i: @ m;mɪniːəm
2;mīʹnor;;;;n.;58.0;140;minor;6;minor;m aI n 3:r;m?nɜ:r
4;minŏʹrĭty;;;;n.;60.0;140;minority;9;minority;m aI n O: r\ @ 4 i:;m?nOːɹəɾiː
2;mĭʹnſt_e_r;;;;n.;63.0;140;minster;10;minster;m I n s t 3:r;mɪnstɜ:r
2;mĭʹnſtrel;;;;n.;64.0;140;minstrel;9;minstrel;m I n s t r\ @ l;mɪnstɹəl
1;mĭnt;;;;n.;66.0;140;mint;4;mint;m I n t;mɪnt
3;mĭʹnūet;;;;n.;67.0;140;minuet;7;minuet;m I n j @ w E t;mɪnjəwɛt
2;mĭnūʹte;;;;a.;68.0;140;minute;7;minute;m I n @ t;mɪnət
3;mĭʹrăcle;L.;;;n.;70.0;140;miracle;8;miracle;m I r\ @ k @ l;mɪɹəkəl
4;mĭrăʹcŭl_o_us;;;;a.;71.0;140;miraculous;13;miraculous;m 3:r { k j @ l @ s;mɜ:rækjələs
1;mīre;;;;n.;72.0;140;mire;4;mire;m aI r\;m?ɹ
1;mĭrth;;;;n.;3.0;141;mirth;5;mirth;m 3:r T;mɜ:rθ
3;mĭsăpplyʹ;;;;v.;8.0;141;misapply;9;misapply;m i s @ p l aI;misəpl?
3;mĭſbehāʹve;;;;v.;10.0;141;misbehave;10;misbehave;m I s b @ h eI v;mɪsbəh?v
5;mĭſcĕllāʹne_o_us;L.;;;a.;13.0;141;miscellaneous;16;miscellaneous;m I s @ l eI n i: @ s;mɪsəl?niːəs
2;mĭʹſchief;;;;n.;16.0;141;mischief;9;mischief;m I s tS @ f;mɪs?əf
3;mĭſchieʹv_o_us;;;;a.;17.0;141;mischievous;14;mischievous;m I s tS @ v @ s;mɪs?əvəs
3;mĭſcŏnceiʹve;;;;v.;18.0;141;misconceive;12;misconceive;m i s k @ n s i: v;miskənsiːv
3;mĭſcŏʹnſtrūe;L.;;;v.;20.0;141;misconstrue;12;misconstrue;m i s k @ n s t r\ u;miskənstɹu
3;mĭʹſcrėȧnt;F.;;;n.;22.0;141;miscreant;10;miscreant;m I s k r\ i: @ n t;mɪskɹiːənt
2;mĭſdeeʹds;;;;n.;23.0;141;misdeeds;9;misdeeds;m i s d i: d z;misdiːdz
2;mīʹſer;L.;;;n.;25.0;141;miser;6;miser;m aI z 3:r;m?zɜ:r
4;mĭʹsĕrable;;;;a.;26.0;141;miserable;10;miserable;m I z 3:r @ b @ l;mɪzɜ:rəbəl
3;mĭʹsĕry;L.;;;n.;27.0;141;misery;7;misery;m I z 3:r i:;mɪzɜ:riː
3;mĭsfŏʹrtūne;;;;n.;28.0;141;misfortune;11;misfortune;m i s f O: r\ tS @ n;misfOːɹ?ən
2;mĭſgĭʹve;;;;v.;29.0;141;misgive;8;misgive;m i s g I v;misgɪv
2;mĭſhăʹp;;;;n.;31.0;141;mishap;7;mishap;m I s h { p;mɪshæp
3;mĭsĭnfoʹrm;;;;v.;33.0;141;misinform;10;misinform;m i s I n f O: r\ m;misɪnfOːɹm
4;mĭsĭntĕʹrpret;L.;;;v.;34.0;141;misinterpret;13;misinterpret;m i s i n t 3:r p r\ @ t;misintɜ:rpɹət
2;mĭsjŭʹdge;;;;v.;35.0;141;misjudge;9;misjudge;m i s dZ V dZ;mis?ʌ?
2;mĭſleaʹd;;;;v.;37.0;141;mislead;8;mislead;m i s l i: d;misliːd
3;mĭſmăʹnage;;;;v.;39.0;141;mismanage;10;mismanage;m i s m { n i dZ;mismæni?
4;mĭſmăʹnag_e_ment;;;;n.;40.0;141;mismanagement;16;mismanagement;m i s m { n i dZ m @ n t;mismæni?mənt
2;mĭſmăʹtch;;;;v.;41.0;141;mismatch;9;mismatch;m i s m { tS;mismæ?
